collection	gene_set	description	discovery_common_direction	discovery_common_p	discovery_common_fdr	heldout_common_direction	heldout_common_p	heldout_common_fdr	n_state_direction_match	opposite_supported_state	replicated	fgsea_nes	fgsea_p_value	fgsea_fdr	leading_edge	leading_edge_size	node_id	community_id
GO:BP 2026.1.Hs	GOBP_TRICARBOXYLIC_ACID_CYCLE	A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle. [ISBN:0198506732]	Down	3.93361026037896e-06	0.000858264588686435	Down	1.60876470408054e-06	0.000524296417059847	6	FALSE	TRUE	-2.35763764383885	4.56848042536182e-07	6.25207829508196e-07	SDHD;FH;SUCLG1;IDH1;DLD;CS;MDH1;SDHC;PDHA1;SUCLG2;KGD4;SDHB;DLAT;PDHB;SDHA;NNT;DLST;IDH3A	18	GO:BP 2026.1.Hs::GOBP_TRICARBOXYLIC_ACID_CYCLE	11
GO:BP 2026.1.Hs	GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	The chemical reactions and pathways resulting in the formation of ATP driven by transport of protons across a membrane to generate an electrochemical gradient (proton-motive force). [GOC:vw]	Down	2.73044546482315e-12	3.17732837256588e-09	Down	4.85641924387188e-11	3.60416326057524e-08	6	FALSE	TRUE	-2.87800386562507	3.33728305923581e-18	1.19188680686993e-17	ATP5MC3;SDHD;ATP5PO;NDUFAB1;ATP5F1C;ATP5PD;NDUFA12;NDUFB5;ATP5PF;ATP5F1A;NDUFA6;ATP5F1B;ATP5PB;ATP5MC1;ATP5MG;NDUFB6;NDUFA1;NDUFA5;ATP5MK;SDHC;NDUFC1;NDUFB3;ATP5F1E;NDUFB9;NDUFB4;NDUFC2;NDUFS3;NDUFS1;NDUFS2;NDUFS4;NDUFB1;NDUFA8;ATP5IF1;NDUFB2;SDHB;ATP5MF;NDUFA3;NDUFS5;NDUFA10;NDUFA2;STOML2;ATP5MC2;SDHA;NDUFB8;ATP5ME;NDUFB11;ATP5F1D;NDUFB10;ATP5F1EP2;NDUFB7;NDUFS6;NDUFV1;NDUFS8	53	GO:BP 2026.1.Hs::GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	12
Reactome 2026.1.Hs	REACTOME_COMPLEX_IV_ASSEMBLY	Complex IV assembly	Down	4.18528606018034e-08	2.75444138835619e-06	Down	5.46541182368732e-06	0.00108433770581956	6	FALSE	TRUE	-2.39892325073862	1.13092321087143e-07	3.5341350339732e-07	COX5A;COX16;COX6C;COX7C;COX6A1;SCO1;HIGD1A;COA3;COX4I1;COX18;COX7A2L;COX8A;COX5B;HIGD2A;COX7A2;SMIM20;COX7B;TIMM21;COX11;COX6B1;NDUFA4;MT-CO1;COA5;COQ10B;PNKD;COX15;COX14;TACO1	28	Reactome 2026.1.Hs::REACTOME_COMPLEX_IV_ASSEMBLY	13
Reactome 2026.1.Hs	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	Formation of ATP by chemiosmotic coupling	Down	4.636949205353e-07	2.325098815827e-05	Down	1.87636647439628e-06	0.000465338885650278	6	FALSE	TRUE	-2.43151087407732	5.9592774134535e-08	2.12831336194768e-07	ATP5MC3;ATP5PO;ATP5F1C;ATP5PD;ATP5PF;ATP5F1A;ATP5F1B;ATP5PB;ATP5MC1;ATP5MG;ATP5MK;ATP5F1E	12	Reactome 2026.1.Hs::REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	14
Reactome 2026.1.Hs	REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION	Dengue Virus Genome Translation and Replication	Down	0.000310066396172116	0.0090694420880344	Down	0.000727430595677826	0.0424477147595531	6	FALSE	TRUE	-2.19241416487395	6.13467491398114e-07	1.70407636499476e-06	HSPA1A;SPCS2;SPCS1;HSPA1B;NACA;DPM1;HNRNPD;OSTC;PABPC1;YBX1;SUMO1;EIF4A2;SEC11A;BTF3;ACOT2;DAD1;RPS27A;RPN1;EIF4G2;HSPA5;UBB;DNAJA2;EIF4A3;HSPA8;CANX;MAP1LC3B	26	Reactome 2026.1.Hs::REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION	15
Reactome 2026.1.Hs	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	Mitochondrial Fatty Acid Beta-Oxidation	Down	0.000618741316309273	0.0158910879530162	Down	3.74104729585252e-05	0.00406667003876816	6	FALSE	TRUE	-1.96051109610761	0.00065104136726955	0.000813801709086937	NDUFAB1;HADHA;HADH;DBI;ACSF2;ACAA2;ACADM;ACOT2;MMUT;PCTP;ECHS1;DECR1;HADHB	13	Reactome 2026.1.Hs::REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	16
Reactome 2026.1.Hs	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Down	7.29366939754608e-05	0.00247749479858581	Down	0.000565847421704722	0.0350825401456928	6	FALSE	TRUE	-2.02767052158932	0.000122556806625918	0.000170217786980442	PDCD4;CFL1;ARF1;CDC42;CA1;HSPA9;HNRNPF;HNRNPA2B1;TCP1;PPIA;SOD2;CAPZA1;RAP1B;GSTO1;RPLP0	15	Reactome 2026.1.Hs::REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	17
Reactome 2026.1.Hs	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	Down	0.00116053842008759	0.0244409391270446	Down	0.00207021083821889	0.068550967762323	6	FALSE	TRUE	-2.10159524715105	4.46113778130377e-05	6.97052778328715e-05	HSPA1A;DYNLL1;HSPA1B;ACTR10;DYNLL2;FKBP5;FKBP4;DCTN2;DCTN6;DNAJA2;HSPA8;DNAJA1;CAPZA1;DYNC1I2	14	Reactome 2026.1.Hs::REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	18
Reactome 2026.1.Hs	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	Mitochondrial protein degradation	Down	9.53441627582204e-09	7.72287718341586e-07	Down	5.0485200421582e-09	1.66937729394031e-06	6	FALSE	TRUE	-2.7996418755139	2.94085280997901e-16	2.45071067498251e-15	COX5A;ATP5PO;FH;ATP5F1C;ATP5PD;SLC25A5;ATP5PF;ATP5F1A;HMGCS2;ATP5F1B;DLD;HADH;ACAT1;ECH1;ATP5MG;NDUFB6;UQCRC2;CS;CHCHD2;COX4I1;HSPA9;NDUFS3;YME1L1;PDHA1;IARS2;NDUFS1;COX5B;STARD7;SUCLG2;ACOT2;SMDT1;ME2;TFAM;TIMM17A;HSPD1;ALDH2;UQCRQ;ALDH18A1;PDHB;APP;ACADSB;MRPL32;NDUFA2;ACAD8;SLC25A6	45	Reactome 2026.1.Hs::REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	19
Reactome 2026.1.Hs	REACTOME_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation	Down	0.00387032198491943	0.0473889424432576	Down	0.0022113215407201	0.068550967762323	6	FALSE	TRUE	-1.66296312362381	2.8483066988948e-05	5.08626196231214e-05	LGALS3;HSPA1A;STBD1;PRDX6;IDH1;PGM1;LAMTOR3;MGST1;DYNLL1;RHOA;HSPA1B;PGRMC1;SRP14;B2M;PSMD6;PADI2;CAT;FUCA1;RAB27A;DYNLT1;ATP6AP2;ACTR10;RAP1A;COTL1;PGM2;NDUFC2;PTPRN2;ATP6V1D;DERA;ADGRE3;PSMA5;ARPC5;TMT1A;CPNE3;GGH;GCA;NRAS;CD59;HLA-C;HMGB1;SDCBP;CYSTM1;HEBP2;PRCP;LAMP2;VAPA;FRK;PRDX4;HSPA8;CCT8;PPIA;PLAC8;SURF4;FUCA2;CSNK2B;NPC2;SVIP;PSMB7;VAMP8;CMTM6;HLA-B;MAPK1;NIT2;DSP;RAP1B;SNAP23;CTSS;PSMC2;IQGAP2;RAP2B;PGAM1;CREG1;RAB5C;NME2;ANPEP;TRAPPC1;COMMD3;DNAJC13;ASAH1;ALAD;PSMD14;EEF1A1;CAP1;IST1;XRCC6;ACTR2;TMEM30A;CYFIP1;ALDOA;DNAJC3;PSMD11;DDX3X;LTA4H;RAB5B;PIGR	95	Reactome 2026.1.Hs::REACTOME_NEUTROPHIL_DEGRANULATION	20
Reactome 2026.1.Hs	REACTOME_PROTEIN_LOCALIZATION	Protein localization	Down	1.23642411477858e-06	5.42481080359104e-05	Down	2.90755846055527e-05	0.00360537249108854	6	FALSE	TRUE	-2.41153343208735	6.26623713794254e-12	3.91639821121409e-11	IDH1;ATP5F1A;SCP2;ATP5F1B;ECH1;ATP5MC1;CYB5A;CAT;CS;CMC2;CHCHD2;CYC1;PHYH;SEC61B;SEC61G;HSPA9;COA6;ECI2;TOMM22;PEX2;CHCHD10;PXMP2;EHHADH;VAMP2;ACOT2;PEX11B;RPS27A;TIMM21;TIMM17A;DNAJC19;HSPD1;PMPCB;VAPA;SLC25A4;EPHX2;UBB;UBE2D1;TOMM40;SERP1;MTX2;APP;ABCD3;TOMM20;HSD17B4;ZFAND6;UBE2D3;GSTK1;VDAC1;SLC25A6;AGPS;TOMM7;TIMM8B;NDUFB8;LDHD;ATAD1;ALDH3A2;CHCHD7;ACOX1;HMGCL;CROT;CAMLG;BAG6;TIMM10B;PEX7;TIMM17B;TOMM70;GNPAT;GRPEL1	68	Reactome 2026.1.Hs::REACTOME_PROTEIN_LOCALIZATION	21
Reactome 2026.1.Hs	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	PINK1-PRKN Mediated Mitophagy	Down	0.000955499365015958	0.0223586851413734	Down	0.00327235266836633	0.0811543461754849	6	FALSE	TRUE	-1.87583478394022	0.0014942345562466	0.00177885066219833	VDAC2;MFN2;TOMM22;UBE2N;RPS27A;UBB;TOMM40;MAP1LC3B;VDAC3;TOMM20;UBE2D3;VDAC1;TOMM7;OPTN;MFN1;TOMM70;ATG12;UBA52;ATG5	19	Reactome 2026.1.Hs::REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	22
Reactome 2026.1.Hs	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	PKMTs methylate histone lysines	Up	0.00361423732806489	0.0463510508944888	Up	0.00186456347485902	0.0660588202521482	6	FALSE	TRUE	1.74396636279503	0.00544636488523298	0.00567329675545103	NSD1;SMYD3;SETDB1;RELA;MECOM;KMT2D;ASH1L;ATF7IP;KMT2B;EHMT1;KMT2A;AEBP2;DOT1L;SETD2	14	Reactome 2026.1.Hs::REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	23
Reactome 2026.1.Hs	REACTOME_PYRUVATE_METABOLISM	Pyruvate metabolism	Down	0.00267700858002944	0.0414542652172206	Down	0.000230967853117141	0.0190933425243503	6	FALSE	TRUE	-1.65325464560781	0.00846181713074857	0.00846181713074857	MPC2;MPC1;RMND5A;DLD;PDHA1;RPS27A;ME2;DLAT;UBB;PDHB;LDHA;PGAM5;VDAC1;GID8;GLO1;LDHB;FAHD1;MAEA;PDHX;PDK3;RANBP9;PDK1;UBA52	23	Reactome 2026.1.Hs::REACTOME_PYRUVATE_METABOLISM	24
Reactome 2026.1.Hs	REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	Down	0.00329726658578537	0.0434002714353999	Down	0.000980094693898399	0.0477308087052686	6	FALSE	TRUE	-1.96590153473478	0.000408600449759149	0.000537632170735722	YWHAQ;YWHAH;YWHAE;YWHAB;YWHAZ	5	Reactome 2026.1.Hs::REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	25
GO:BP 2026.1.Hs	GOBP_AORTA_DEVELOPMENT	The progression of the aorta over time, from its initial formation to the mature structure. An aorta is an artery that carries blood from the heart to other parts of the body. [GOC:bf, GOC:dgh, MA:0000062, UBERON:0000947, Wikipedia:Aorta]	Up	2.97043364704429e-05	0.00493799231515791	Up	0.000254545868852454	0.0295326365638116	6	FALSE	TRUE	2.21209196151269	1.52395893713165e-05	1.81423682991863e-05	SMAD6;TGFBR2;NPRL3;LRP1;AP2B1;SOX4;TAB1;JAG1;CHD7;SUFU;ROBO2;GAA;NAGLU;RBPJ;ACVRL1	15	GO:BP 2026.1.Hs::GOBP_AORTA_DEVELOPMENT	26
GO:BP 2026.1.Hs	GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	The progression of the substantia nigra over time from its initial formation until its mature state. The substantia nigra is the layer of gray substance that separates the posterior parts of the cerebral peduncles (tegmentum mesencephali) from the anterior parts; it normally includes a posterior compact part with many pigmented cells (pars compacta) and an anterior reticular part whose cells contain little pigment (pars reticularis). [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343, ISBN:0878937420]	Down	5.67945815988385e-07	0.000165224903634621	Down	1.00605842909191e-06	0.00036430493560117	6	FALSE	TRUE	-2.5858681862142	1.15999649696788e-09	1.93332749494647e-09	CALM1;CALM2;ATP5PF;DYNLL1;NDRG2;RHOA;YWHAQ;ATP5PB;YWHAH;PADI2;YWHAE;ACTB;CDC42;SUDS3;NDUFS3;HSPA5;LDHA;COX6B1	18	GO:BP 2026.1.Hs::GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	27
GO:BP 2026.1.Hs	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III. [ISBN:0716731363]	Down	0.000275172559545617	0.0335283354463339	Down	0.000363466949437853	0.0358951147944837	6	FALSE	TRUE	-2.15005102933168	8.01834526198995e-05	8.71559267607603e-05	CYCS;UQCRFS1;UQCRC2;CYC1;UQCRH;UQCRQ;UQCR10;UQCRC1	8	GO:BP 2026.1.Hs::GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	28
